date,movie_cd,movie_nm,open_dt,seat_occupancy_pct,seat_sell_ratio_pct,seat_cnt,sales_amt,sales_amt_acc,audi_cnt,audi_cnt_acc
20260113,20252432,주토피아 2,2025-11-26,6.6,12.8,225864,138782460,80290018270,14879,8343522
20260113,20254219,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2025-12-24,7.4,6.9,121673,85799620,7711991780,8974,797040
20260113,20259383,극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,2025-12-24,7.4,2.8,48815,33452730,4368387230,3629,459930
20260113,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,12.2,0.7,11641,9899200,2187588640,1414,249736
20260113,20256173,스폰지밥 무비: 네모바지를 찾아서,2026-01-01,6.2,1.2,22157,10858700,736490730,1374,81767
20260113,20000089,철도원,2000-02-04,4.0,1.0,18067,6643260,110869860,724,11513
20260113,20258325,스노우 폭스 : 마법의 돌을 찾아서,2026-01-10,6.8,0.4,6800,3133100,55971800,461,7812
20260112,20249255,만약에 우리,2025-12-31,11.7,26.6,465470,530034730,10683944320,54601,1101018
20260112,20256396,아바타: 불과 재,2025-12-17,7.0,29.1,508955,432735510,71079773750,35410,6115042
20260112,20247457,신의악단,2025-12-31,13.2,7.0,122488,150356140,2611709730,16112,276542
20260112,20252432,주토피아 2,2025-11-26,6.4,13.2,230864,140028470,80151235810,14719,8328643
20260112,20254219,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2025-12-24,7.6,6.6,116175,84365370,7626192160,8772,788066
20260112,20259383,극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,2025-12-24,7.5,2.7,47039,33485980,4334934500,3538,456301
20260112,20247690,시스터,2026-01-28,104.1,0.1,1029,9639000,9639000,1071,1071
20260112,20256173,스폰지밥 무비: 네모바지를 찾아서,2026-01-01,4.9,1.2,21050,8632800,725632030,1031,80393
20260112,20000089,철도원,2000-02-04,4.1,1.0,18129,6725260,104226600,746,10789
20260112,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,5.0,0.5,9457,3723740,2177689440,477,248322
20260111,20249255,만약에 우리,2025-12-31,26.5,24.6,503303,1341033550,10153909590,133310,1046417
20260111,20256396,아바타: 불과 재,2025-12-17,20.2,29.8,609259,1521034770,70647038240,122869,6079632
20260111,20252432,주토피아 2,2025-11-26,18.2,13.9,284523,507056050,80011207340,51881,8313924
20260111,20247457,신의악단,2025-12-31,31.5,6.0,121456,385272420,2461353590,38268,260430
20260111,20254219,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2025-12-24,20.1,6.1,123659,244822500,7541826790,24849,779294
20260111,20259383,극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,2025-12-24,19.0,2.9,59838,108342230,4301448520,11379,452763
20260111,20256173,스폰지밥 무비: 네모바지를 찾아서,2026-01-01,12.8,1.7,34808,39931600,716999230,4461,79362
20260111,20258325,스노우 폭스 : 마법의 돌을 찾아서,2026-01-10,14.5,1.2,24256,25080800,51093600,3504,7145
20260111,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,12.1,1.1,22233,25320270,2173965700,2680,247845
20260111,20250482,"신비아파트 10주년 극장판: 한 번 더, 소환",2026-01-14,60.8,0.2,3765,23944300,79099860,2289,7805
20260110,20256396,아바타: 불과 재,2025-12-17,20.8,30.6,650951,1697567980,69126003470,135341,5956763
20260110,20249255,만약에 우리,2025-12-31,26.2,24.1,512340,1334054230,8812876040,134301,913107
20260110,20252432,주토피아 2,2025-11-26,18.5,14.3,303787,549248060,79504151290,56076,8262043
20260110,20247457,신의악단,2025-12-31,29.3,5.6,118509,344585800,2076081170,34696,222162
20260110,20254219,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2025-12-24,19.3,6.0,127482,241959440,7297004290,24595,754445
20260110,20259383,극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,2025-12-24,18.2,2.8,59463,102110560,4193106290,10840,441384
20260110,20256173,스폰지밥 무비: 네모바지를 찾아서,2026-01-01,12.0,1.7,36962,39700620,677067630,4446,74901
20260110,20258325,스노우 폭스 : 마법의 돌을 찾아서,2026-01-10,14.2,1.2,25416,25782800,26012800,3605,3641
20260110,20250188,하트맨,2026-01-14,59.0,0.2,4413,26356900,39747900,2605,4036
20260110,20000089,철도원,2000-02-04,12.5,0.9,19360,29280750,71585740,2420,7850
20260109,20249255,만약에 우리,2025-12-31,16.9,21.6,429340,723605400,7478821810,72659,778806
20260109,20256396,아바타: 불과 재,2025-12-17,9.2,31.8,631620,729294750,67428435490,58050,5821422
20260109,20252432,주토피아 2,2025-11-26,9.1,14.2,282283,246648440,78954903230,25685,8205967
20260109,20247457,신의악단,2025-12-31,16.1,5.3,105142,164510860,1731495370,16892,187466
20260109,20254219,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2025-12-24,11.4,7.2,143468,161301550,7055044850,16298,729850
20260109,20259383,극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,2025-12-24,9.5,3.0,59459,54767300,4090995730,5650,430544
20260109,20256173,스폰지밥 무비: 네모바지를 찾아서,2026-01-01,7.0,1.6,31507,18580700,637367010,2213,70455
20260109,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,9.5,1.0,19131,14142770,2127448380,1815,242842
20260109,20000089,철도원,2000-02-04,4.1,1.0,20662,8450220,42304990,836,5430
20260109,20258633,후지모토 타츠키 17-26 파트 2,2025-10-24,9.7,0.3,5944,4665500,265529860,577,24213
20260108,20249255,만약에 우리,2025-12-31,15.7,19.8,371907,558557820,6755216410,58278,706147
20260108,20256396,아바타: 불과 재,2025-12-17,7.9,32.0,601461,574272800,66699140740,47530,5763372
20260108,20252432,주토피아 2,2025-11-26,8.1,14.8,277465,207739540,78708254790,22400,8180282
20260108,20247457,신의악단,2025-12-31,16.6,4.9,92154,143729540,1566984510,15293,170574
20260108,20254219,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2025-12-24,10.2,7.2,136070,130884320,6893743300,13825,713552
20260108,20259383,극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,2025-12-24,9.6,3.2,59244,52192200,4036228430,5704,424894
20260108,20249624,프로젝트 Y,2026-01-21,100.0,0.1,2153,21139000,21139000,2153,2153
20260108,20256173,스폰지밥 무비: 네모바지를 찾아서,2026-01-01,5.8,1.7,32317,16051060,618786310,1880,68242
20260108,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,9.3,0.9,17702,12376000,2113305610,1641,241027
20260108,20250188,하트맨,2026-01-14,100.0,0.1,1431,13391000,13391000,1431,1431
20260114,20250299,고고다이노 극장판: 곤충세계 대모험,2026-01-14,4.6,1.2,23178,8754800,34718400,1062,3794
20260114,20258325,스노우 폭스 : 마법의 돌을 찾아서,2026-01-10,16.5,0.3,5909,6058000,62029800,977,8789
20260114,20259641,송 썽 블루,2026-01-14,3.7,1.1,21415,6679800,61873800,789,8555
20260114,20256173,스폰지밥 무비: 네모바지를 찾아서,2026-01-01,22.2,0.2,3331,4944500,741435230,740,82507
20260114,20000089,철도원,2000-02-04,4.4,0.4,8620,3541500,114411360,379,11892
20260114,20060171,이레이저 헤드,1996-07-13,46.2,0.0,649,3406100,24190600,300,2653
20260114,20250046,#런석진_에피소드. 투어 더 무비,2025-12-31,5.3,0.2,4791,6325000,207748500,253,8310
20260114,19970157,로스트 하이웨이,1997-05-10,34.4,0.0,698,2602500,28782622,240,3341
20260114,20256757,극장판 체인소 맨: 레제편,2025-09-24,7.2,0.2,3220,2403960,36121802370,233,3436800
20260114,20250419,강다니엘: 홀드 유어 브레스,2026-01-07,9.2,0.1,2320,5325000,98594500,213,3945
20260114,20258885,프라이메이트,2026-01-28,100.0,0.0,151,1359000,2547000,151,283
20260114,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,15.9,0.0,769,1147100,61369902850,122,5696924
20260114,20227798,에반게리온 신극장판: 파,2022-10-14,8.1,0.1,1482,1156000,183199324,120,17429
20260114,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,6.0,0.1,1882,1037900,3734646480,112,368218
20260114,19960103,라스베가스를 떠나며,1996-03-01,8.1,0.1,1328,1054100,35051000,107,3464
20260114,20258681,후지모토 타츠키 17-26 파트 1,2025-10-24,3.1,0.2,3236,848000,274769290,99,25877
20260114,19950130,트윈 픽스,1995-03-25,72.4,0.0,134,1089800,25090882,97,2662
20260114,20258633,후지모토 타츠키 17-26 파트 2,2025-10-24,2.7,0.2,3635,858000,280512860,97,25960
20260114,20255381,위키드: 포 굿,2025-11-19,6.2,0.1,1163,758000,9915034580,72,971593
20260114,20226444,극장판 엄마 까투리: 도시로 간 까투리 가족,2022-09-08,31.4,0.0,226,497000,1610850999,71,174148
20260114,20250443,극장판 뿌이뿌이 모루카 MOLMAX (모루맥스),2026-01-07,5.1,0.1,1323,658500,18921200,67,1582
20260114,20225637,뿌까의 짜장면파티,2022-07-04,36.2,0.0,149,324000,252942500,54,41976
20260114,20246777,더 폴: 디렉터스 컷,2024-12-25,77.5,0.0,40,294000,1963598100,31,189930
20260114,20241101,호랑님의 생일날,2024-10-04,16.2,0.0,173,168000,29515000,28,4885
20260114,20040704,하나와 앨리스,2004-11-17,64.3,0.0,42,268000,613870440,27,95752
20260114,20253906,프레디의 피자가게 2,2025-12-03,3.1,0.0,815,244000,2322444970,25,236305
20260114,20256397,원 배틀 애프터 어나더,2025-10-01,14.8,0.0,88,150000,5667646610,13,534026
20260114,20242541,룩백,2024-09-05,2.9,0.0,445,108000,3149300344,13,327686
20260114,20233259,정보원,2025-12-03,9.6,0.0,104,60000,1539391100,10,168433
20260114,20249326,윗집 사람들,2025-12-03,3.1,0.0,290,89500,5311918500,9,549199
20260114,20241047,극장판 폴 프린세스!!,2024-07-03,4.7,0.0,170,84000,17169207,8,1840
20260114,20250062,아이돌리쉬 세븐 퍼스트 비트! 극장총집편 후편,2025-12-12,1.4,0.0,371,53000,22362920,5,2403
20260114,20250444,코드: G 주목의 시작,2025-12-27,1.8,0.0,284,43000,96772200,5,17851
20260114,20258341,아이돌리쉬 세븐 퍼스트 비트! 극장총집편 전편,2025-10-31,1.2,0.0,87,14000,61979080,1,6445
20260114,20250414,매력적인 엄마들,2026-01-14,0.7,0.0,146,6000,6000,1,1
20260114,20250865,배란일에 씨받는 여대생 메이드,2026-01-14,1.2,0.0,83,6000,6000,1,1
20260114,20250882,비서 아내: 음흉한 사장,2026-01-14,1.2,0.0,83,6000,6000,1,1
20260114,20250864,유부녀 마사지:무조건 허락받는 스킬,2026-01-14,1.2,0.0,83,6000,6000,1,1
20260113,19960103,라스베가스를 떠나며,1996-03-01,5.0,0.4,6770,3394000,33996900,339,3357
20260113,20250686,하우스메이드,2026-01-28,100.0,0.0,326,2934000,2934000,326,326
20260113,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,6.9,0.2,4060,2790710,3733608580,279,368106
20260113,20256757,극장판 체인소 맨: 레제편,2025-09-24,8.1,0.2,3282,2785140,36119398410,267,3436567
20260113,20255381,위키드: 포 굿,2025-11-19,7.3,0.2,2686,2013000,9914276580,195,971521
20260113,20227798,에반게리온 신극장판: 파,2022-10-14,6.3,0.2,2988,1929300,182043324,189,17309
20260113,20258633,후지모토 타츠키 17-26 파트 2,2025-10-24,3.5,0.3,4735,1420000,279654860,164,25863
20260113,20250188,하트맨,2026-01-14,100.0,0.0,152,1976000,67492300,152,6502
20260113,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,25.7,0.0,584,1507200,61368755750,150,5696802
20260113,20250419,강다니엘: 홀드 유어 브레스,2026-01-07,2.9,0.3,5006,3575000,93269500,143,3732
20260113,20258681,후지모토 타츠키 17-26 파트 1,2025-10-24,3.0,0.3,4623,1152000,273921290,138,25778
20260113,20250046,#런석진_에피소드. 투어 더 무비,2025-12-31,2.1,0.3,5060,2625000,201423500,105,8057
20260113,20250420,시수: 복수의 길,2026-01-07,27.4,0.0,299,604000,4938000,82,658
20260113,20253906,프레디의 피자가게 2,2025-12-03,4.7,0.1,1628,725600,2322200970,76,236280
20260113,20250443,극장판 뿌이뿌이 모루카 MOLMAX (모루맥스),2026-01-07,2.7,0.1,1977,543400,18262700,54,1515
20260113,20250783,우타다 히카루 사이언스 픽션 투어 2024,2026-01-07,4.6,0.1,1040,1056000,13530000,48,615
20260113,20242541,룩백,2024-09-05,5.6,0.0,766,364000,3149192344,43,327673
20260113,20250062,아이돌리쉬 세븐 퍼스트 비트! 극장총집편 후편,2025-12-12,2.8,0.1,1304,325500,22309920,36,2398
20260113,20241101,호랑님의 생일날,2024-10-04,39.3,0.0,84,198000,29347000,33,4857
20260113,20209654,헤어질 결심,2022-06-29,72.5,0.0,40,290000,19799378678,29,1910245
20260113,20249326,윗집 사람들,2025-12-03,2.5,0.0,916,220200,5311829000,23,549190
20260113,20256397,원 배틀 애프터 어나더,2025-10-01,17.1,0.0,88,159500,5667496610,15,534013
20260113,20250444,코드: G 주목의 시작,2025-12-27,1.9,0.0,643,116600,96729200,12,17846
20260113,20233259,정보원,2025-12-03,8.6,0.0,117,60000,1539331100,10,168423
20260113,20258383,나우 유 씨 미 3,2025-11-12,2.1,0.0,426,95000,12985271290,9,1372092
20260113,20244265,청와대 건너 붉은 벽돌집,2025-12-24,3.3,0.0,90,30000,2153800,3,230
20260113,20250618,공유마누라:삽입할 생각에 초흥분,2026-01-13,1.2,0.0,83,6000,6000,1,1
20260113,20250615,남편 상사와 누드촬영중 삽입 허락,2026-01-13,1.2,0.0,83,6000,6000,1,1
20260113,20250616,새엄마의 외로운 구멍 채우기,2026-01-13,1.2,0.0,83,6000,6000,1,1
20260113,20250636,젊은 미망인 뜨거운 육체 무삭제판,2026-01-13,1.2,0.0,83,6000,6000,1,1
20260113,20250797,뽕브라속 거유 유부녀,2026-01-13,0.5,0.0,194,1000,1000,1,1
20260113,20250794,사연있는 초보 유부녀,2026-01-13,1.1,0.0,91,1000,1000,1,1
20260113,20250792,새엄마의 애정이 흘러넘친 침대,2026-01-13,1.1,0.0,91,1000,1000,1,1
20260113,20250796,스치기만 해도 흥분하는 날,2026-01-13,0.5,0.0,194,1000,1000,1,1
20260113,20250790,시아버지의 몸종이 된 아내의 엉덩이,2026-01-13,1.1,0.0,91,1000,1000,1,1
20260113,20250803,이것이 유부녀 궁극의 사죄이다,2026-01-13,1.1,0.0,91,1000,1000,1,1
20260113,20250805,입술이 예쁜 미숙녀와 육체관계,2026-01-13,0.5,0.0,194,1000,1000,1,1
20260113,20250807,잘 흥분하는 극강 미숙녀,2026-01-13,0.5,0.0,194,1000,1000,1,1
20260112,20250188,하트맨,2026-01-14,100.0,0.0,358,5012000,65516300,358,6350
20260112,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,7.3,0.2,3913,2874400,3730817870,287,367827
20260112,20256757,극장판 체인소 맨: 레제편,2025-09-24,7.9,0.2,3383,2979740,36116613270,268,3436300
20260112,19960103,라스베가스를 떠나며,1996-03-01,3.2,0.4,7549,2380900,30602900,244,3018
20260112,20258325,스노우 폭스 : 마법의 돌을 찾아서,2026-01-10,3.2,0.4,6446,1745100,52838700,206,7351
20260112,20250333,당신이 영화를 그만두면 안 되는 30가지 이유: 3막 Impact Zone 폭발,2026-01-28,106.3,0.0,192,612000,612000,204,204
20260112,20227798,에반게리온 신극장판: 파,2022-10-14,5.9,0.2,3028,1791000,180114024,180,17120
20260112,20258633,후지모토 타츠키 17-26 파트 2,2025-10-24,3.0,0.3,4760,1239500,278234860,144,25699
20260112,20255381,위키드: 포 굿,2025-11-19,7.0,0.1,2049,1433600,9912263580,143,971326
20260112,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,23.0,0.0,584,1301600,61367248550,134,5696652
20260112,20250419,강다니엘: 홀드 유어 브레스,2026-01-07,3.2,0.2,3969,3200000,89694500,128,3589
20260112,20254501,F1 더 무비,2025-06-25,100.0,0.0,124,1736000,54938622370,124,5214691
20260112,20258681,후지모토 타츠키 17-26 파트 1,2025-10-24,2.6,0.3,4634,1045500,272769290,118,25640
20260112,20250046,#런석진_에피소드. 투어 더 무비,2025-12-31,1.7,0.3,5261,2225000,198798500,89,7952
20260112,20250420,시수: 복수의 길,2026-01-07,38.8,0.0,201,602000,4334000,78,576
20260112,20250443,극장판 뿌이뿌이 모루카 MOLMAX (모루맥스),2026-01-07,2.8,0.1,2062,557300,17719300,57,1461
20260112,20256397,원 배틀 애프터 어나더,2025-10-01,29.8,0.0,178,495500,5667337110,53,533998
20260112,20250062,아이돌리쉬 세븐 퍼스트 비트! 극장총집편 후편,2025-12-12,2.9,0.1,1505,422400,21984420,44,2362
20260112,20226444,극장판 엄마 까투리: 도시로 간 까투리 가족,2022-09-08,25.5,0.0,165,252000,1610353999,42,174077
20260112,20253906,프레디의 피자가게 2,2025-12-03,2.2,0.1,1787,368600,2321475370,39,236204
20260112,20242541,룩백,2024-09-05,3.5,0.0,888,264000,3148828344,31,327630
20260112,20250783,우타다 히카루 사이언스 픽션 투어 2024,2026-01-07,2.6,0.0,858,484000,12474000,22,567
20260112,20249326,윗집 사람들,2025-12-03,2.1,0.0,863,200000,5311608800,18,549167
20260112,20233259,정보원,2025-12-03,5.7,0.0,175,60000,1539271100,10,168413
20260112,20250444,코드: G 주목의 시작,2025-12-27,1.1,0.0,737,76000,96612600,8,17834
20260112,20258383,나우 유 씨 미 3,2025-11-12,3.3,0.0,212,73000,12985176290,7,1372083
20260112,20258341,아이돌리쉬 세븐 퍼스트 비트! 극장총집편 전편,2025-10-31,1.4,0.0,432,60000,61965080,6,6444
